"","AAGE","F_ACLSWKR","F_EDUCATION","F_STATUSMARIT","F_AMJIND","F_AMJOCC","F_RACE","F_ORIGIN","F_ASEX","F_AWKSTAT","F_FILESTATUS","F_HHDFMX","F_HHDREL","MARSUPWT","CHILDS","F_CONBIRTHFATH","F_CONBIRTHMOTH","F_PENATVTY","F_PRCITSHP","WKSWORKYEAR","TARGET"
"2817",32,"Private","10th_grade","Married-civilian_spouse_present","Retail_trade","Sales","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",988.79,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",44,"-_50000."
"2818",2,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1412.45,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2819",66,"Private","High_school_graduate","Married-civilian_spouse_present","Finance_insurance_and_real_estate","Precision_production_craft_&_repair","White","All_other","Male","Full-time_schedules","Joint_both_65+","Householder","Householder",998.17,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"50000+."
"2820",28,"Private","Associates_degree-academic_program","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Nonfiler","Secondary_individual","Nonrelative_of_householder",3327.53,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2821",40,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Retail_trade","Transportation_and_material_moving","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1122.53,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2822",61,"Private","Some_college_but_no_degree","Married-civilian_spouse_present","Medical_except_hospital","Technicians_and_related_support","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",3731.79,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2823",31,"Private","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Never_married","Manufacturing-nondurable_goods","Sales","Asian_or_Pacific_Islander","All_other","Male","Full-time_schedules","Single","Nonfamily_householder","Householder",1339.47,6,"India","United-States","United-States","Foreign_born-_Not_a_citizen_of_U_S",52,"50000+."
"2824",23,"Private","High_school_graduate","Married-civilian_spouse_present","Retail_trade","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1144.37,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2825",85,"Private","High_school_graduate","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Nonfiler","Nonfamily_householder","Householder",2743.21,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2826",66,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Joint_both_65+","Spouse_of_householder","Spouse_of_householder",2837.44,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2827",71,"Private","High_school_graduate","Married-civilian_spouse_present","Not_in_universe_or_children","Adm_support_including_clerical","White","NA","Female","Not_in_labor_force","Joint_both_65+","Spouse_of_householder","Spouse_of_householder",1899.09,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2828",32,"Local_government","Some_college_but_no_degree","Married-civilian_spouse_present","Public_administration","Sales","White","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1524.72,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2829",31,"Local_government","Masters_degree(MA_MS_MEng_MEd_MSW_MBA)","Married-civilian_spouse_present","Education","Professional_specialty","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1702.59,6,"Italy","Italy","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2830",44,"Private","High_school_graduate","Married-civilian_spouse_present","Finance_insurance_and_real_estate","Technicians_and_related_support","White","All_other","Female","Children_or_Armed_Forces","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",2661.56,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2831",52,"Self-employed-incorporated","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Finance_insurance_and_real_estate","Sales","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",1240.99,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",50,"50000+."
"2832",13,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",3148.86,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2833",59,"Private","High_school_graduate","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Nonfamily_householder","Householder",859.52,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2834",15,"Private","7th_and_8th_grade","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1374.54,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2835",71,"Private","High_school_graduate","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Male","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",1408.6,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2836",52,"Private","10th_grade","Divorced","Retail_trade","Other_service","White","All_other","Female","Full-time_schedules","Single","Householder","Householder",1676.62,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",40,"-_50000."
"2837",46,"Local_government","Bachelors_degree(BA_AB_BS)","Married-civilian_spouse_present","Education","Professional_specialty","Black","All_other","Female","Full-time_schedules","Joint_both_under_65","Spouse_of_householder","Spouse_of_householder",1767.04,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2838",64,"Self-employed-not_incorporated","7th_and_8th_grade","Married-civilian_spouse_present","Agriculture","Farming_forestry_and_fishing","White","All_other","Male","PT_for_econ_reasons_usually_FT","Joint_both_under_65","Householder","Householder",3395.59,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2839",7,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",1893.59,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2840",89,"Private","12th_grade_no_diploma","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Not_in_labor_force","Nonfiler","Nonfamily_householder","Householder",1339.37,0,"Italy","Italy","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2841",8,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Other","Puerto_Rican","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",762.84,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2842",21,"Private","9th_grade","Separated","Not_in_universe_or_children","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Nonfiler","RP_of_unrelated_subfamily","Nonrelative_of_householder",1847.04,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2843",11,"Private","Children","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","Amer_Indian_Aleut_or_Eskimo","All_other","Male","Children_or_Armed_Forces","Nonfiler","Child_<18_never_marr_not_in_subfamily","Child_under_18_never_married",483.92,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2844",32,"Private","High_school_graduate","Married-civilian_spouse_present","Manufacturing-nondurable_goods","Machine_operators_assmblrs_&_inspctrs","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",2544.36,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",40,"-_50000."
"2845",24,"Private","Associates_degree-occup_/vocational","Never_married","Manufacturing-durable_goods","Technicians_and_related_support","White","All_other","Male","Children_or_Armed_Forces","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",1152.7,3,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2846",70,"Private","1st_2nd_3rd_or_4th_grade","Widowed","Not_in_universe_or_children","Adm_support_including_clerical","Black","All_other","Female","Not_in_labor_force","Single","Nonfamily_householder","Householder",1253.12,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2847",19,"Private","Some_college_but_no_degree","Never_married","Retail_trade","Other_service","White","All_other","Male","Not_in_labor_force","Nonfiler","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",2045.84,6,"United-States","United-States","United-States","Native-_Born_in_the_United_States",3,"-_50000."
"2848",19,"Private","High_school_graduate","Never_married","Not_in_universe_or_children","Adm_support_including_clerical","White","Central_or_South_American","Female","Not_in_labor_force","Nonfiler","Other_Rel_18+_never_marr_not_in_subfamily","Other_relative_of_householder",1015.24,0,"United-States","United-States","United-States","Native-_Born_in_the_United_States",0,"-_50000."
"2849",28,"Local_government","High_school_graduate","Separated","Entertainment","Executive_admin_and_managerial","White","All_other","Female","Full-time_schedules","Single","Secondary_individual","Nonrelative_of_householder",258.8,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2850",53,"Local_government","High_school_graduate","Married-civilian_spouse_present","Public_administration","Executive_admin_and_managerial","White","All_other","Male","Children_or_Armed_Forces","Joint_both_under_65","Householder","Householder",1921.43,4,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
"2851",31,"Private","High_school_graduate","Never_married","Retail_trade","Adm_support_including_clerical","White","All_other","Female","Children_or_Armed_Forces","Single","Child_18+_never_marr_Not_in_a_subfamily","Child_18_or_older",1524.12,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",38,"-_50000."
"2852",28,"Self-employed-not_incorporated","High_school_graduate","Never_married","Retail_trade","Sales","White","All_other","Male","Children_or_Armed_Forces","Single","Nonfamily_householder","Householder",1330.7,1,"United-States","United-States","United-States","Native-_Born_in_the_United_States",52,"-_50000."
